	named_entities	type
957	 Lei no 10.778	train
958	 Lei no 11.952	test
959	 Lei no 8.666	test
960	 Lei no 6.015	test
961	 Decreto no 9.309	test
962	 Lei no 8.629	train
963	 Lei no 13.001	train
964	 Decreto no 9.311	train
965	Lei Complementar no 126	train
966	 Lei no 12.276	train
967	 Lei no 12.276	train
968	Lei Complementar no 26	train
969	 Lei no 12.458	train
970	 Lei no 11.959	train
971	 Decreto no 8.425	train
972	 Decreto no 9.907	train
973	 Lei no 8.934	train
974	 Decreto no 1.800	train
975	 Lei no 6.880	test
976	 Lei no 3.765	test
977	 Lei no 4.375	test
978	 Lei no 5.821	test
979	 Lei no 12.705	test
980	 Lei no 11.784	test
981	Decreto-Lei no 667	test
982	Medida Provisória no 2.215	test
983	 Lei no 13.874	test
984	 Decreto no 9.094	test
985	Lei Complementar no 95	train
986	 Lei no 13.898	train
987	Lei Complementar no 160	train
988	 Decreto no 9.668	train
989	 Lei no 12.276	train
990	 Decreto no 9.711	train
991	 Decreto no 10.072	train
992	 Decreto no 9.745	train
993	 Lei no 9.796	train
994	 Decreto no 9.507	test
995	 Lei no 8.955	test
996	Decreto-Lei no 667	train
997	Decreto-Lei no 2.848	train
998	Lei Complementar no 87	train
999	 Lei no 11.484	train
1000	 Lei no 8.248	train
1001	 Lei no 10.637	train
1002	 Lei no 8.387	train
1003	 Lei no 10.931	train
1004	 Lei no 12.024	train
1005	 Decreto no 9.674	train
1006	 Decreto no 9.678	train
1007	 Decreto no 9.870	train
1008	 Decreto no 9.906	train
1009	 Lei no 13.587	test
1010	 Lei no 13.587	test
1011	 Lei no 13.587	train
1012	 Lei no 13.587	train
1013	 Lei no 13.587	train
1014	 Lei no 13.587	train
1015	 Lei no 13.808	train
1016	 Lei no 7.565	train
1017	 Decreto no 8.086	train
1018	 Decreto no 8.154	train
1019	 Decreto no 7.439	test
1020	 Decreto no 7.653	test
1021	 Decreto no 7.881	test
1022	 Lei no 13.502	test
1023	 Lei no 9.427	train
1024	 Lei no 9.472	train
1025	 Lei no 9.478	train
1026	 Lei no 9.782	train
1027	 Lei no 9.961	train
1028	 Lei no 9.984	train
1029	 Lei no 9.986	train
1030	 Lei no 10.233	train
1031	 Lei no 11.182	train
1032	 Lei no 10.180	train
1033	Medida Provisória no 2.228	train
1034	 Lei no 10.666	train
1035	 Lei no 11.720	train
1036	 Decreto no 4.418	train
1037	 Lei no 12.096	train
1038	 Lei no 11.529	train
1039	 Lei no 12.409	train
1040	 Lei no 10.552	train
1041	 Lei no 10.527	train
1042	Lei Complementar no 93	train
1043	 Lei no 10.406	train
1044	Decreto-Lei no 167	train
1045	 Lei no 12.249	train
1046	Decreto-Lei no 3.365	train
1047	Medida Provisória no 2.170	train
1048	 Decreto no 4.418	train
1049	 Decreto no 4.418	test
1050	 Lei no 10.552	test
1051	 Lei no 10.257	test
1052	 Lei no 10.951	test
1053	Medida Provisória no 2.196	test
1054	 Lei no 12.096	train
1055	 Lei no 12.409	train
1056	Lei Complementar no 93	train
1057	Lei Complementar no 93	train
1058	 Lei no 12.462	train
1059	 Lei no 5.452	train
1060	 Lei no 8.666	train
1061	 Lei no 11.101	train
1062	 Lei no 3.365	train
1063	 Lei no 10.438	train
1064	 Lei no 9.430	train
1065	Decreto-Lei no 167	train
1066	Medida Provisória no 2.158	train
1067	 Lei no 11.357	train
1068	 Lei no 11.539	train
1069	 Lei no 8.691	train
1070	 Lei no 11.355	train
1071	 Lei no 10.871	train
1072	 Decreto no 4.871	train
1073	 Decreto no 4.136	train
1074	 Lei no 8.666	train
1075	 Lei no 7.070	train
1076	 Decreto no 6.517	train
1077	 Decreto no 5.135	train
1078	Lei Complementar no 68	train
1079	 Lei no 5.869	test
1080	 Lei no 6.088	test
1081	 Lei no 10.260	train
1082	 Lei no 9.250	train
1083	 Decreto no 6.834	train
1084	 Decreto no 606	train
1085	 Lei no 9.445	train
1086	 Decreto no 6.934	train
1087	 Decreto no 6.188	train
1088	 Lei no 11.530	train
1089	 Decreto no 6.490	train
1090	 Decreto no 6.473	test
1091	 Decreto no 6.191	test
1092	 Decreto no 4.668	train
1093	 Decreto no 5.060	train
1094	 Lei no 5.821	train
1095	 Decreto no 7.063	train
1096	 Decreto no 6.092	train
1097	 Decreto no 6.061	train
1098	 Decreto no 7.092	train
1099	 Lei no 11.897	train
1100	 Decreto no 6.833	test
1101	 Decreto no 3.048	test
1102	 Lei no 9.519	train
1103	 Decreto no 5.480	train
1104	 Decreto no 5.163	train
1105	 Lei no 9.503	train
1106	 Decreto no 3.184	train
1107	 Decreto no 6.931	train
1108	 Decreto no 4.727	train
1109	 Lei no 11.775	train
1110	Lei Complementar no 134	test
1111	 Lei no 9.527	test
1112	 Lei no 12.155	train
1113	 Decreto no 6.006	train
1114	 Decreto no 7.094	train
1115	 Lei no 11.343	train
1116	 Decreto no 1.091	train
1117	 Lei no 8.255	train
1118	 Lei no 6.450	train
1119	Decreto-Lei no 2.848	train
1120	 Lei no 9.454	test
1121	 Decreto no 4.725	test
1122	 Decreto no 6.188	train
1123	 Decreto no 6.948	train
1124	 Decreto no 7.037	train
1125	Lei Complementar no 95	train
1126	 Lei no 10.406	train
1127	 Decreto no 6.997	train
1128	 Lei no 11.320	train
1129	 Lei no 7.210	train
1130	 Lei no 4.886	train
1131	 Lei no 5.917	train
1132	 Lei no 11.907	test
1133	 Decreto no 5.135	test
1134	 Lei no 12.158	train
1135	Lei Complementar no 101	train
1136	 Decreto no 7.094	train
1137	 Lei no 12.094	train
1138	 Lei no 9.650	train
1139	 Lei no 8.213	train
1140	 Lei no 11.944	train
1141	 Lei no 7.210	train
1142	Decreto-Lei no 2.848	train
1143	 Decreto no 6.759	test
1144	 Lei no 12.188	test
1145	 Lei no 8.171	train
1146	 Decreto no 5.741	train
1147	 Lei no 11.348	train
1148	 Lei no 5.917	train
1149	 Lei no 11.355	train
1150	 Lei no 11.355	train
1151	 Lei no 11.890	train
1152	 Lei no 11.907	train
1153	 Lei no 11.907	train
1154	 Lei no 11.907	train
1155	 Lei no 11.907	train
1156	 Lei no 11.357	train
1157	 Lei no 11.784	train
1158	 Lei no 11.907	train
1159	 Lei no 11.046	train
1160	 Lei no 10.855	train
1161	 Lei no 11.356	train
1162	 Lei no 9.637	train
1163	 Lei no 8.829	train
1164	 Lei no 8.112	train
1165	 Lei no 11.357	train
1166	 Lei no 11.233	train
1167	 Lei no 11.355	train
1168	 Lei no 11.445	train
1169	 Decreto no 5.113	train
1170	 Lei no 11.526	train
1171	Decreto-Lei no 5.452	train
1172	 Lei no 11.907	test
1173	 Lei no 10.225	test
1174	 Lei no 11.344	test
1175	 Lei no 11.776	test
1176	 Lei no 11.526	test
1177	 Lei no 11.355	test
1178	 Lei no 10.483	test
1179	 Lei no 8.691	test
1180	 Lei no 11.355	test
1181	 Lei no 11.233	test
1182	 Lei no 8.691	test
1183	 Lei no 10.683	train
1184	 Decreto no 6.006	train
1185	 Decreto no 3.048	train
1186	 Decreto no 6.722	train
1187	 Lei no 11.440	train
1188	 Decreto no 2.908	train
1189	 Decreto no 4.502	train
1190	 Lei no 9.394	train
1191	 Lei no 6.015	train
1192	 Lei no 11.273	test
1193	 Lei no 11.091	test
1194	 Lei no 12.190	train
1195	 Lei no 12.214	train
1196	 Lei no 12.214	train
1197	 Lei no 12.101	train
1198	 Decreto no 6.559	train
1199	 Lei no 10.671	train
1200	 Decreto no 757	train
1201	 Lei no 10.863	train
1202	 Decreto no 6.834	test
1203	 Decreto no 5.731	test
1204	 Lei no 12.111	test
1205	 Lei no 9.605	train
1206	 Decreto no 5.664	train
1207	 Decreto no 7.094	train
1208	Medida Provisória no 494	train
1209	 Lei no 11.941	train
1210	 Decreto no 6.990	train
1211	 Lei no 7.210	train
1212	 Lei no 10.678	train
1213	Lei Complementar no 97	train
1214	Medida Provisória no 2.229	test
1215	 Lei no 10.683	test
1216	 Lei no 11.346	train
1217	Lei Complementar no 126	train
1218	 Lei no 10.823	train
1219	 Lei no 4.594	train
1220	 Lei no 8.171	train
1221	 Lei no 10.823	train
1222	Decreto-Lei no 73	train
1223	Decreto-Lei no 261	train
1224	Decreto-Lei no 73	train
1225	 Lei no 8.662	train
1226	 Lei no 8.069	train
1227	 Decreto no 1.935	train
1228	 Decreto no 7.255	train
1229	 Decreto no 88.777	train
1230	 Lei no 7.678	train
1231	 Decreto no 6.842	test
1232	 Lei no 5.869	test
1233	 Decreto no 6.759	train
1234	 Lei no 11.033	train
1235	 Decreto no 6.582	train
1236	 Decreto no 5.751	train
1237	 Lei no 12.249	train
1238	 Lei no 12.101	train
1239	 Decreto no 7.237	train
1240	 Lei no 10.871	train
1241	Decreto-Lei no 7.270	train
1242	Decreto-Lei no 7.776	train
1243	 Decreto no 5.577	train
1244	 Decreto no 6.299	train
1245	 Decreto no 35.823	test
1246	 Decreto no 6.944	test
1247	 Decreto no 7.167	train
1248	 Decreto no 5.685	train
1249	 Lei no 11.091	train
1250	 Decreto no 7.232	train
1251	 Decreto no 7.123	train
1252	 Decreto no 6.759	train
1253	 Lei no 5.851	train
1254	 Decreto no 5.163	train
1255	 Lei no 11.473	train
1256	 Decreto no 5.289	train
1257	Medida Provisória no 497	test
1258	 Lei no 12.249	test
1259	 Decreto no 1.808	train
1260	 Decreto no 6.306	train
1261	 Decreto no 4.873	train
1262	 Lei no 11.668	train
1263	 Decreto no 6.306	train
1264	 Decreto no 3.048	train
1265	 Lei no 10.836	train
1266	 Decreto no 5.209	train
1267	 Lei no 6.704	train
1268	 Decreto no 3.937	train
1269	 Lei no 12.249	test
1270	Lei Complementar no 124	test
1271	 Lei no 11.952	test
1272	 Lei no 12.114	train
1273	 Lei no 10.168	train
1274	Medida Provisória no 497	train
1275	 Decreto no 7.230	train
1276	 Lei no 12.111	train
1277	 Decreto no 7.246	train
1278	 Lei no 11.440	train
1279	 Lei no 9.440	train
1280	 Lei no 11.488	train
1281	 Decreto no 6.144	train
1282	 Lei no 12.315	train
1283	 Lei no 5.972	test
1284	 Decreto no 93.872	test
1285	 Decreto no 7.094	train
1286	 Lei no 11.358	train
1287	 Lei no 11.977	train
1288	 Decreto no 4.297	train
1289	 Decreto no 6.555	train
1290	 Lei no 9.491	train
1291	 Decreto no 2.594	train
1292	 Lei no 11.771	train
1293	 Lei no 11.909	train
1294	 Lei no 11.775	test
1295	 Decreto no 7.137	test
1296	 Lei no 10.406	test
1297	 Lei no 9.615	train
1298	 Lei no 9.440	train
1299	 Lei no 12.187	train
1300	Decreto-Lei no 5.452	train
1301	 Decreto no 7.386	train
1302	Medida Provisória no 2.185	train
1303	 Lei no 11.273	train
1304	 Decreto no 6.890	train
1305	 Decreto no 6.006	train
1306	 Lei no 9.478	test
1307	 Lei no 8.745	test
1308	 Lei no 9.648	train
1309	 Lei no 12.351	train
1310	 Lei no 12.305	train
1311	 Decreto no 6.382	train
1312	 Lei no 11.653	train
1313	 Decreto no 7.094	train
1314	Lei Complementar no 87	train
1315	 Decreto no 7.063	train
1316	 Lei no 10.683	test
1317	 Lei no 8.162	test
1318	Medida Provisória no 2.229	test
1319	Medida Provisória no 2.228	test
1320	Decreto-Lei no 4.657	test
1321	 Lei no 12.017	train
1322	 Lei no 12.309	train
1323	 Decreto no 6.306	train
1324	 Lei no 12.155	train
1325	 Decreto no 6.997	train
1326	 Lei no 6.932	train
1327	 Decreto no 70.274	train
1328	 Decreto no 27.048	train
1329	 Lei no 9.440	train
1330	 Lei no 9.826	train
1331	 Lei no 8.958	test
1332	 Decreto no 5.205	test
1333	 Lei no 5.869	test
1334	 Lei no 7.347	train
1335	 Lei no 8.078	train
1336	 Lei no 4.090	train
1337	 Lei no 8.980	train
1338	 Lei no 7.827	train
1339	 Lei no 3.820	train
1340	Decreto-Lei no 2.848	train
1341	 Lei no 8.989	train
1342	 Lei no 7.862	train
1343	 Lei no 5.540	test
1344	 Lei no 8.177	test
1345	 Lei no 8.443	train
1346	 Lei no 8.173	train
1347	 Lei no 7.729	train
1348	Decreto-Lei no 3.689	train
1349	 Lei no 7.210	train
1350	 Lei no 6.815	train
1351	Decreto-Lei no 2.236	train
1352	Decreto-Lei no 4.657	train
1353	 Lei no 4.728	train
1354	 Lei no 4.728	test
1355	 Lei no 8.995	test
1356	 Lei no 6.024	train
1357	 Lei no 8.742	train
1358	 Lei no 8.237	train
1359	 Lei no 8.844	train
1360	 Lei no 8.031	train
1361	 Lei no 8.212	train
1362	 Lei no 8.031	train
1363	 Lei no 8.177	train
1364	 Lei no 8.249	train
1365	 Lei no 8.249	train
1366	 Lei no 8.931	train
1367	 Lei no 8.666	test
1368	 Lei no 4.728	test
1369	 Lei no 8.995	train
1370	 Lei no 6.024	train
1371	 Lei no 8.742	train
1372	 Lei no 8.237	train
1373	 Lei no 8.844	train
1374	 Lei no 8.031	train
1375	 Lei no 8.212	train
1376	 Lei no 8.031	train
1377	 Lei no 8.177	train
1378	 Lei no 8.249	train
1379	 Lei no 8.249	train
1380	 Lei no 8.931	test
1381	 Lei no 8.666	test
1382	 Lei no 8.666	train
1383	 Lei no 6.015	train
1384	 Lei no 4.737	train
1385	Lei Complementar no 69	train
1386	 Lei no 4.024	train
1387	 Lei no 8.031	train
1388	 Lei no 8.212	train
1389	 Lei no 8.031	train
1390	 Lei no 8.177	train
1391	 Lei no 8.249	train
1392	 Lei no 8.249	train
1393	 Lei no 8.931	test
1394	 Lei no 8.742	test
1395	 Lei no 8.237	train
1396	 Lei no 8.844	train
1397	 Lei no 4.024	train
1398	 Lei no 8.031	train
1399	 Lei no 8.212	train
1400	 Lei no 8.031	train
1401	 Lei no 8.177	train
1402	 Lei no 8.249	train
1403	 Lei no 8.249	train
1404	 Lei no 8.931	train
1405	 Lei no 8.666	train
1406	 Lei no 8.742	test
1407	 Lei no 8.237	test
1408	 Lei no 8.844	train
1409	 Lei no 4.024	train
1410	 Lei no 8.031	train
1411	 Lei no 8.212	train
1412	 Lei no 8.031	train
1413	 Lei no 8.177	train
1414	 Lei no 8.249	train
1415	 Lei no 8.249	train
1416	 Lei no 8.931	train
1417	 Lei no 8.742	train
1418	 Lei no 8.237	train
1419	 Lei no 8.844	test
1420	 Lei no 4.024	test
1421	 Lei no 8.031	train
1422	 Lei no 8.212	train
1423	 Lei no 8.031	train
1424	 Lei no 8.177	train
1425	 Lei no 8.249	train
1426	 Lei no 8.249	train
1427	 Lei no 8.931	train
1428	 Lei no 8.666	train
1429	 Lei no 4.728	train
1430	 Lei no 8.742	train
1431	 Lei no 8.237	train
1432	 Lei no 8.844	test
1433	 Lei no 4.024	test
1434	 Lei no 8.031	train
1435	 Lei no 8.212	train
1436	 Lei no 8.031	train
1437	 Lei no 8.177	train
1438	 Lei no 8.249	train
1439	 Lei no 8.249	train
1440	 Lei no 8.931	train
1441	 Lei no 8.666	train
1442	Decreto-Lei no 221	train
1443	 Lei no 6.463	train
1444	 Lei no 8.197	train
1445	 Lei no 7.102	test
1446	 Lei no 8.981	test
1447	 Lei no 8.884	train
1448	 Lei no 8.931	train
1449	 Lei no 5.197	train
1450	 Lei no 8.694	train
1451	Decreto-Lei no 1.804	train
1452	 Lei no 8.620	train
1453	 Lei no 8.689	train
1454	 Lei no 4.024	train
1455	 Lei no 8.352	test
1456	 Lei no 8.931	test
1457	 Lei no 2.410	train
1458	 Lei no 8.742	train
1459	 Lei no 4.024	train
1460	 Lei no 5.540	train
1461	 Lei no 6.815	train
1462	 Lei no 6.964	train
1463	 Lei no 5.917	train
1464	 Lei no 6.015	train
1465	 Lei no 6.567	train
1466	 Lei no 7.312	train
1467	 Lei no 6.450	train
1468	 Lei no 8.212	test
1469	 Lei no 7.862	test
1470	 Lei no 8.884	train
1471	 Lei no 7.102	train
1472	 Lei no 8.742	train
1473	 Lei no 8.427	train
1474	 Lei no 8.237	train
1475	 Lei no 7.862	train
1476	 Lei no 6.150	train
1477	 Lei no 8.031	train
1478	Decreto-Lei no 1.804	test
1479	 Lei no 8.212	test
1480	 Lei no 8.694	train
1481	 Lei no 6.815	train
1482	Decreto-Lei no 2.236	train
1483	 Lei no 7.347	train
1484	 Lei no 8.078	train
1485	 Lei no 8.352	train
1486	 Lei no 8.689	train
1487	 Lei no 8.031	train
1488	 Lei no 8.177	train
1489	 Lei no 8.249	train
1490	 Lei no 8.249	train
1491	 Lei no 8.829	train
1492	Medida Provisória no 709	train
1493	 Lei no 8.620	test
1494	 Lei no 8.742	test
1495	 Lei no 8.237	train
1496	 Lei no 8.427	train
1497	 Lei no 7.102	train
1498	 Lei no 8.884	train
1499	 Lei no 8.981	train
1500	 Lei no 8.981	train
1501	 Lei no 8.212	train
1502	 Lei no 8.742	train
1503	 Lei no 8.237	test
1504	 Lei no 4.024	test
1505	 Lei no 8.031	train
1506	 Lei no 8.031	train
1507	 Lei no 8.177	train
1508	 Lei no 8.249	train
1509	 Lei no 8.249	train
1510	 Lei no 8.742	train
1511	 Lei no 8.237	train
1512	 Lei no 8.844	train
1513	 Lei no 8.031	train
1514	 Lei no 8.694	train
1515	 Lei no 8.031	train
1516	 Lei no 8.742	test
1517	 Lei no 8.237	test
1518	 Lei no 4.024	train
1519	 Lei no 8.031	train
1520	 Lei no 8.981	train
1521	 Lei no 8.212	train
1522	 Lei no 8.031	train
1523	 Lei no 8.177	train
1524	 Lei no 8.249	train
1525	 Lei no 8.249	train
1526	 Lei no 8.742	train
1527	 Lei no 8.237	train
1528	 Lei no 4.024	train
1529	 Decreto no 97.434	test
1530	 Decreto no 1.141	test
1531	 Decreto no 85.866	train
1532	 Decreto no 1.343	train
1533	 Decreto no 99.188	train
1534	 Decreto no 1.001	train
1535	 Decreto no 88.295	train
1536	 Decreto no 41.639	train
1537	 Lei no 8.313	train
1538	 Decreto no 986	train
1539	 Decreto no 62.127	test
1540	 Lei no 8.878	test
1541	 Lei no 8.878	train
1542	 Decreto no 1.385	train
1543	 Decreto no 1.343	train
1544	 Decreto no 1.385	train
1545	 Lei no 8.313	train
1546	 Decreto no 455	train
1547	 Decreto no 1.099	train
1548	 Decreto no 980	train
1549	 Decreto no 99.438	train
1550	 Decreto no 1.368	test
1551	 Decreto no 1.385	test
1552	 Lei no 6.815	train
1553	 Decreto no 86.715	train
1554	 Decreto no 684	train
1555	 Decreto no 1.486	train
1556	 Decreto no 612	train
1557	 Lei no 9.015	train
1558	 Decreto no 1.486	train
1559	 Decreto no 99.684	train
1560	 Decreto no 980	train
1561	 Decreto no 93.872	test
1562	 Decreto no 1.636	test
1563	 Decreto no 1.503	train
1564	 Lei no 8.829	train
1565	 Decreto no 1.664	train
1566	 Decreto no 74.557	train
1567	 Decreto no 931	train
1568	 Lei no 8.242	train
1569	 Decreto no 408	train
1570	 Lei no 7.501	train
1571	 Decreto no 1.214	train
1572	 Decreto no 1.437	test
1573	 Decreto no 1.361	test
1574	 Decreto no 62.724	train
1575	 Decreto no 1.340	train
1576	 Lei no 4.117	train
1577	 Decreto no 71.733	train
1578	 Decreto no 62.127	train
1579	 Decreto no 1.648	train
1580	 Decreto no 74.557	train
1581	 Lei no 7.102	train
1582	 Decreto no 89.056	train
1583	 Decreto no 123	test
1584	 Decreto no 1.096	test
1585	 Decreto no 1.583	train
1586	 Lei no 8.742	train
1587	 Decreto no 91.030	train
1588	 Lei no 8.197	train
1589	 Decreto no 1.445	train
1590	 Lei no 8.031	train
1591	 Decreto no 840	train
1592	 Decreto no 1.583	train
1593	 Decreto no 52.795	test
1594	Lei Complementar no 14	test
1595	Lei Complementar no 35	train
1596	Decreto-Lei no 200	train
1597	 Lei no 7.450	train
1598	 Lei no 7.419	train
1599	 Lei no 7.425	train
1600	 Lei no 4.728	train
1601	Decreto-Lei no 1.986	train
1602	 Lei no 6.333	train
1603	 Lei no 7.324	train
1604	Decreto-Lei no 538	test
1605	 Lei no 6.450	test
1606	 Lei no 7.416	train
1607	 Lei no 4.774	train
1608	 Lei no 6.880	train
1609	 Lei no 4.084	train
1610	 Lei no 1.060	train
1611	 Lei no 4.771	train
1612	 Lei no 5.869	train
1613	 Lei no 4.093	train
1614	Decreto-Lei no 5.452	test
1615	Decreto-Lei no 2.251	test
1616	Decreto-Lei no 1.541	train
1617	 Lei no 5.701	train
1618	 Lei no 4.117	train
1619	 Lei no 7.299	train
1620	 Lei no 6.880	train
1621	Decreto-Lei no 2.258	train
1622	 Lei no 6.265	train
1623	 Lei no 6.880	train
1624	 Lei no 5.917	test
1625	 Lei no 2.004	test
1626	 Lei no 7.453	test
1627	Decreto-Lei no 8.439	train
1628	 Lei no 7.374	train
1629	 Lei no 6.450	train
1630	 Decreto no 69411	train
1631	 Decreto no 62860	train
1632	 Decreto no 69411	train
1633	 Lei no 7399	train
1634	 Lei no 6664	train
1635	 Decreto no 91.698	train
1636	 Lei no 4137	test
1637	 Decreto no 68.065	test
1638	 Decreto no 83.079	train
1639	 Lei no 7347	train
1640	 Decreto no 49913	train
1641	 Lei no 6.288	train
1642	 Decreto no 80.145	train
1643	 Decreto no 91.124	train
1644	 Decreto no 80.598	train
1645	 Lei no 6987	train
1646	 Decreto no 63.088	train
1647	 Decreto no 67.557	test
1648	 Decreto no 91.606	test
1649	 Decreto no 90.649	train
1650	 Decreto no 92693	train
1651	 Decreto no 92.622	train
1652	 Decreto no 92.622	train
1653	 Decreto no 92.688	train
1654	 Decreto no 92.688	train
1655	 Decreto no 92.688	train
1656	 Decreto no 92.688	train
1657	 Decreto no 92.692	test
1658	 Decreto no 92.692	test
1659	 Decreto no 92.619	train
1660	 Decreto no 92.619	train
1661	 Decreto no 92.690	train
1662	 Decreto no 92.692	train
1663	 Decreto no 92.690	train
1664	 Decreto no 92.692	train
1665	 Decreto no 92.693	train
1666	 Decreto no 92.617	train
1667	 Decreto no 92.692	test
1668	 Decreto no 90.116	test
1669	 Decreto no 92.688	train
1670	 Decreto no 92.620	train
1671	 Decreto no 92.619	train
1672	 Decreto no 92.620	train
1673	 Decreto no 92.683	train
1674	 Decreto no 92.690	train
1675	 Decreto no 92.690	train
1676	 Decreto no 92.690	train
1677	 Decreto no 92.689	test
1678	 Decreto no 92.688	test
1679	 Decreto no 92.689	train
1680	 Decreto no 92.689	train
1681	 Decreto no 92.689	train
1682	 Decreto no 92.682	train
1683	 Decreto no 92.689	train
1684	 Decreto no 92.693	train
